"","age","marital","education","occupation","default","housing","contact","quarter","day","duration","campaign","pdays","previous","poutcome","y"
"312",27,"single",2,1,"no","no","telephone",0,1,106,2,999,0,"nonexistent","no"
"313",36,"married",1,1,"no","no","telephone",0,1,108,2,999,0,"nonexistent","no"
"314",58,"married",2,0,"unknown","yes","telephone",0,1,214,2,999,0,"nonexistent","no"
"315",40,"married",2,1,"unknown","yes","telephone",0,1,358,2,999,0,"nonexistent","no"
"316",34,"single",0,1,"unknown","no","telephone",0,1,453,2,999,0,"nonexistent","no"
"317",33,"divorced",1,1,"no","no","telephone",0,1,364,2,999,0,"nonexistent","no"
"318",56,"married",0,2,"no","no","telephone",0,1,136,2,999,0,"nonexistent","no"
"319",42,"married",0,0,"no","no","telephone",0,1,173,2,999,0,"nonexistent","no"
"320",43,"married",1,0,"no","yes","telephone",0,1,241,2,999,0,"nonexistent","no"
"321",54,"single",0,1,"no","yes","telephone",0,1,224,3,999,0,"nonexistent","no"
"322",53,"single",0,1,"no","yes","telephone",0,1,148,2,999,0,"nonexistent","no"
"323",42,"single",NA,1,"no","no","telephone",0,1,230,2,999,0,"nonexistent","no"
"324",40,"married",0,0,"unknown","no","telephone",0,1,199,3,999,0,"nonexistent","no"
"325",54,"married",2,1,"no","yes","telephone",0,1,196,2,999,0,"nonexistent","no"
"326",40,"single",2,0,"no","no","telephone",0,1,111,4,999,0,"nonexistent","no"
"327",26,"single",2,1,"no","yes","telephone",0,1,231,3,999,0,"nonexistent","no"
"328",33,"married",1,1,"no","no","telephone",0,1,316,3,999,0,"nonexistent","no"
"329",35,"married",0,0,"unknown","no","telephone",0,1,240,2,999,0,"nonexistent","no"
"330",36,"married",1,1,"no","no","telephone",0,1,669,3,999,0,"nonexistent","no"
"331",29,"single",1,0,"no","yes","telephone",0,1,425,2,999,0,"nonexistent","no"
"332",36,"married",0,0,"no","yes","telephone",0,1,121,2,999,0,"nonexistent","no"
"333",35,"married",1,1,"no","yes","telephone",0,1,174,5,999,0,"nonexistent","no"
"334",50,"single",2,1,"no","no","telephone",0,1,88,5,999,0,"nonexistent","no"
"335",46,"married",1,0,"unknown","yes","telephone",0,1,313,3,999,0,"nonexistent","no"
"336",49,"married",1,1,"no","yes","telephone",0,1,135,4,999,0,"nonexistent","no"
"337",42,"single",2,1,"unknown","yes","telephone",0,1,152,2,999,0,"nonexistent","no"
"338",36,"single",1,0,"no","yes","telephone",0,1,402,3,999,0,"nonexistent","no"
"339",55,"married",0,0,"unknown","yes","telephone",0,1,221,2,999,0,"nonexistent","no"
"340",41,"married",2,1,"unknown","no","telephone",0,1,213,2,999,0,"nonexistent","no"
"341",57,"married",2,1,"unknown","yes","telephone",0,1,144,3,999,0,"nonexistent","no"
"342",32,"single",1,0,"no","yes","telephone",0,1,158,3,999,0,"nonexistent","no"
"343",49,"married",0,1,"no","no","telephone",0,1,220,3,999,0,"nonexistent","no"
"344",57,"married",NA,NA,"unknown","yes","telephone",0,1,325,2,999,0,"nonexistent","no"
"345",58,"divorced",0,0,"no","yes","telephone",0,1,254,2,999,0,"nonexistent","no"
"346",52,"married",1,1,"no","yes","telephone",0,1,503,2,999,0,"nonexistent","no"
"347",50,"divorced",2,0,"no","no","telephone",0,1,680,2,999,0,"nonexistent","no"
"348",41,"single",0,0,"unknown","yes","telephone",0,1,421,4,999,0,"nonexistent","no"
"349",33,"married",2,1,"no","yes","telephone",0,1,130,3,999,0,"nonexistent","no"
"350",57,"married",0,0,"no","no","telephone",0,1,164,2,999,0,"nonexistent","no"
"351",48,"married",0,0,"unknown","no","telephone",0,1,174,3,999,0,"nonexistent","no"
"352",55,"married",2,1,"no","no","telephone",0,1,113,2,999,0,"nonexistent","no"
"353",38,"married",2,1,"no","no","telephone",0,1,195,2,999,0,"nonexistent","no"
"354",38,"married",1,0,"no","yes","telephone",0,1,347,3,999,0,"nonexistent","no"
"355",53,"married",2,1,"no","yes","telephone",0,1,208,2,999,0,"nonexistent","no"
"356",43,"single",2,2,"no","no","telephone",0,1,404,4,999,0,"nonexistent","no"
"357",36,"single",1,0,"no","no","telephone",0,1,396,2,999,0,"nonexistent","no"
"358",32,"married",0,0,"no","no","telephone",0,1,98,2,999,0,"nonexistent","no"
"359",33,"married",0,0,"no","no","telephone",0,1,229,3,999,0,"nonexistent","no"
"360",58,"married",0,1,"no","yes","telephone",0,1,350,2,999,0,"nonexistent","no"
"361",40,"divorced",1,2,"unknown","no","telephone",0,2,88,3,999,0,"nonexistent","no"
"362",57,"married",2,1,"no","yes","telephone",0,2,379,2,999,0,"nonexistent","no"
"363",45,"married",1,1,"no","yes","telephone",0,2,168,3,999,0,"nonexistent","no"
"364",42,"married",0,0,"unknown","yes","telephone",0,2,190,3,999,0,"nonexistent","no"
"365",46,"married",2,1,"no","yes","telephone",0,2,158,1,999,0,"nonexistent","no"
"366",36,"married",2,1,"no","no","telephone",0,2,210,1,999,0,"nonexistent","no"
"367",41,"married",1,1,"no","yes","telephone",0,2,102,1,999,0,"nonexistent","no"
"368",57,"divorced",0,1,"no","no","telephone",0,2,306,1,999,0,"nonexistent","no"
"369",49,"married",0,0,"unknown","yes","telephone",0,2,64,1,999,0,"nonexistent","no"
"370",56,"divorced",1,1,"no","no","telephone",0,2,218,1,999,0,"nonexistent","no"
"371",37,"married",0,0,"no","no","telephone",0,2,77,1,999,0,"nonexistent","no"
"372",37,"married",0,0,"no","no","telephone",0,2,54,1,999,0,"nonexistent","no"
"373",46,"single",1,1,"no","yes","telephone",0,2,344,1,999,0,"nonexistent","no"
"374",22,"single",0,0,"no","yes","telephone",0,2,195,1,999,0,"nonexistent","no"
"375",43,"married",1,0,"no","no","telephone",0,2,202,1,999,0,"nonexistent","no"
"376",49,"married",NA,0,"no","no","telephone",0,2,286,1,999,0,"nonexistent","no"
"377",41,"married",0,1,"no","yes","telephone",0,2,278,1,999,0,"nonexistent","no"
"378",38,"single",2,1,"no","no","telephone",0,2,189,1,999,0,"nonexistent","no"
"379",33,"married",0,1,"no","no","telephone",0,2,83,1,999,0,"nonexistent","no"
"380",49,"married",2,1,"no","yes","telephone",0,2,18,1,999,0,"nonexistent","no"
"381",30,"single",NA,0,"no","no","telephone",0,2,184,2,999,0,"nonexistent","no"
"382",33,"married",0,1,"no","yes","telephone",0,2,235,1,999,0,"nonexistent","no"
"383",34,"single",2,1,"no","no","telephone",0,2,290,1,999,0,"nonexistent","no"
"384",30,"single",NA,2,"unknown","no","telephone",0,2,133,1,999,0,"nonexistent","no"
"385",59,"married",0,1,"unknown","yes","telephone",0,2,318,1,999,0,"nonexistent","no"
"386",59,"married",0,1,"unknown","unknown","telephone",0,2,437,1,999,0,"nonexistent","no"
"387",41,"married",2,1,"no","no","telephone",0,2,402,1,999,0,"nonexistent","no"
"388",48,"married",0,0,"unknown","yes","telephone",0,2,501,4,999,0,"nonexistent","no"
"389",28,"single",NA,NA,"unknown","yes","telephone",0,2,1201,1,999,0,"nonexistent","yes"
"390",44,"married",1,0,"no","yes","telephone",0,2,1030,1,999,0,"nonexistent","yes"
"391",59,"unknown",2,2,"unknown","no","telephone",0,2,253,1,999,0,"nonexistent","no"
"392",50,"married",1,1,"unknown","no","telephone",0,2,149,1,999,0,"nonexistent","no"
"393",35,"married",2,1,"no","no","telephone",0,2,144,1,999,0,"nonexistent","no"
"394",42,"married",1,1,"no","no","telephone",0,2,69,1,999,0,"nonexistent","no"
"395",45,"married",0,1,"no","no","telephone",0,2,243,1,999,0,"nonexistent","no"
"396",36,"married",2,1,"no","no","telephone",0,2,769,2,999,0,"nonexistent","no"
"397",56,"married",1,0,"unknown","no","telephone",0,2,135,3,999,0,"nonexistent","no"
"398",29,"divorced",0,0,"no","no","telephone",0,2,231,1,999,0,"nonexistent","no"
"399",41,"married",2,1,"no","yes","telephone",0,2,442,2,999,0,"nonexistent","no"
"400",42,"married",0,0,"unknown","no","telephone",0,2,199,1,999,0,"nonexistent","no"
"401",52,"single",1,0,"no","no","telephone",0,2,455,1,999,0,"nonexistent","no"
"402",48,"married",1,0,"unknown","unknown","telephone",0,2,152,1,999,0,"nonexistent","no"
"403",31,"married",1,0,"unknown","yes","telephone",0,2,124,1,999,0,"nonexistent","no"
"404",43,"married",2,2,"unknown","yes","telephone",0,2,424,1,999,0,"nonexistent","no"
"405",36,"married",0,0,"unknown","no","telephone",0,2,43,1,999,0,"nonexistent","no"
"406",42,"married",2,1,"no","yes","telephone",0,2,154,1,999,0,"nonexistent","no"
"407",52,"divorced",0,0,"no","no","telephone",0,2,393,1,999,0,"nonexistent","no"
"408",39,"married",1,1,"no","yes","telephone",0,2,203,2,999,0,"nonexistent","no"
"409",36,"married",1,0,"no","no","telephone",0,2,140,2,999,0,"nonexistent","no"
"410",42,"married",0,0,"unknown","yes","telephone",0,2,326,1,999,0,"nonexistent","no"
"411",41,"married",1,1,"no","no","telephone",0,2,483,1,999,0,"nonexistent","no"
"412",55,"married",0,1,"no","no","telephone",0,2,259,1,999,0,"nonexistent","no"
"413",30,"married",0,0,"no","no","telephone",0,2,227,1,999,0,"nonexistent","no"
"414",57,"unknown",0,2,"no","no","telephone",0,2,673,1,999,0,"nonexistent","no"
"415",45,"married",0,1,"unknown","yes","telephone",0,2,576,1,999,0,"nonexistent","no"
"416",51,"married",0,0,"unknown","yes","telephone",0,2,180,2,999,0,"nonexistent","no"
"417",39,"single",0,1,"unknown","yes","telephone",0,2,90,1,999,0,"nonexistent","no"
"418",47,"married",1,1,"unknown","no","telephone",0,2,505,1,999,0,"nonexistent","no"
"419",27,"married",1,0,"no","yes","telephone",0,2,245,1,999,0,"nonexistent","no"
"420",34,"single",2,1,"no","yes","telephone",0,2,186,1,999,0,"nonexistent","no"
"421",57,"married",0,0,"unknown","yes","telephone",0,2,208,1,999,0,"nonexistent","no"
"422",43,"married",0,1,"no","no","telephone",0,2,623,1,999,0,"nonexistent","no"
"423",49,"married",0,0,"unknown","no","telephone",0,2,180,1,999,0,"nonexistent","no"
"424",39,"married",2,1,"unknown","no","telephone",0,2,496,3,999,0,"nonexistent","no"
"425",38,"married",0,0,"unknown","yes","telephone",0,2,118,1,999,0,"nonexistent","no"
"426",49,"married",0,0,"no","no","telephone",0,2,102,2,999,0,"nonexistent","no"
"427",58,"married",0,1,"no","no","telephone",0,2,342,1,999,0,"nonexistent","no"
"428",43,"married",2,1,"no","yes","telephone",0,2,225,1,999,0,"nonexistent","no"
"429",50,"married",NA,NA,"unknown","yes","telephone",0,2,185,3,999,0,"nonexistent","no"
"430",31,"married",1,0,"unknown","no","telephone",0,2,276,1,999,0,"nonexistent","no"
"431",43,"divorced",2,1,"no","no","telephone",0,2,87,1,999,0,"nonexistent","no"
"432",43,"married",0,1,"unknown","no","telephone",0,2,744,1,999,0,"nonexistent","no"
"433",30,"single",2,1,"no","yes","telephone",0,2,262,1,999,0,"nonexistent","no"
"434",27,"single",2,0,"no","yes","telephone",0,2,271,1,999,0,"nonexistent","no"
"435",51,"married",NA,0,"unknown","no","telephone",0,2,141,1,999,0,"nonexistent","no"
"436",37,"married",2,1,"no","yes","telephone",0,2,198,2,999,0,"nonexistent","no"
"437",46,"married",0,0,"no","yes","telephone",0,2,150,1,999,0,"nonexistent","no"
"438",35,"married",2,0,"no","no","telephone",0,2,241,1,999,0,"nonexistent","no"
"439",47,"divorced",2,1,"no","no","telephone",0,2,196,1,999,0,"nonexistent","no"
"440",46,"married",NA,1,"no","yes","telephone",0,2,149,1,999,0,"nonexistent","no"
"441",40,"married",2,1,"unknown","no","telephone",0,2,264,1,999,0,"nonexistent","no"
"442",26,"married",2,0,"no","no","telephone",0,2,246,1,999,0,"nonexistent","no"
"443",32,"divorced",0,0,"unknown","no","telephone",0,2,309,2,999,0,"nonexistent","no"
"444",45,"married",2,1,"no","yes","telephone",0,2,140,1,999,0,"nonexistent","no"
"445",34,"married",0,1,"no","no","telephone",0,2,175,1,999,0,"nonexistent","no"
"446",47,"married",NA,0,"unknown","no","telephone",0,2,136,1,999,0,"nonexistent","no"
"447",42,"married",2,1,"no","no","telephone",0,2,1623,1,999,0,"nonexistent","yes"
"448",57,"married",0,1,"unknown","no","telephone",0,2,50,1,999,0,"nonexistent","no"
"449",57,"married",0,1,"unknown","no","telephone",0,2,101,1,999,0,"nonexistent","no"
"450",38,"married",0,0,"no","no","telephone",0,2,144,1,999,0,"nonexistent","no"
"451",57,"married",0,1,"unknown","no","telephone",0,2,238,1,999,0,"nonexistent","no"
"452",28,"single",0,2,"unknown","yes","telephone",0,2,354,1,999,0,"nonexistent","no"
"453",60,"married",2,1,"no","no","telephone",0,2,451,2,999,0,"nonexistent","no"
"454",48,"married",2,1,"no","yes","telephone",0,2,159,1,999,0,"nonexistent","no"
"455",47,"married",2,1,"no","yes","telephone",0,2,170,1,999,0,"nonexistent","no"
"456",40,"married",1,1,"no","no","telephone",0,2,243,1,999,0,"nonexistent","no"
"457",51,"married",2,1,"unknown","yes","telephone",0,2,141,2,999,0,"nonexistent","no"
"458",48,"single",0,2,"no","yes","telephone",0,2,112,1,999,0,"nonexistent","no"
"459",54,"married",0,0,"no","no","telephone",0,2,262,2,999,0,"nonexistent","no"
"460",40,"married",0,0,"no","no","telephone",0,2,53,1,999,0,"nonexistent","no"
"461",44,"single",0,1,"unknown","no","telephone",0,2,134,1,999,0,"nonexistent","no"
"462",42,"divorced",1,1,"no","no","telephone",0,2,204,4,999,0,"nonexistent","no"
"463",52,"married",2,1,"no","yes","telephone",0,2,678,1,999,0,"nonexistent","no"
"464",31,"single",0,0,"no","yes","telephone",0,2,182,1,999,0,"nonexistent","no"
"465",32,"married",1,0,"no","no","telephone",0,2,162,1,999,0,"nonexistent","no"
"466",44,"married",1,1,"no","yes","telephone",0,2,177,1,999,0,"nonexistent","no"
"467",39,"married",0,1,"unknown","no","telephone",0,2,27,1,999,0,"nonexistent","no"
"468",57,"married",2,1,"unknown","yes","telephone",0,2,699,3,999,0,"nonexistent","no"
"469",52,"married",0,1,"no","yes","telephone",0,2,358,1,999,0,"nonexistent","no"
"470",42,"married",2,1,"no","no","telephone",0,2,1677,1,999,0,"nonexistent","yes"
"471",42,"single",2,1,"unknown","unknown","telephone",0,2,529,1,999,0,"nonexistent","no"
"472",43,"married",2,1,"no","yes","telephone",0,2,310,1,999,0,"nonexistent","no"
"473",31,"divorced",1,1,"no","no","telephone",0,2,47,1,999,0,"nonexistent","no"
"474",29,"married",2,1,"unknown","yes","telephone",0,2,379,1,999,0,"nonexistent","no"
"475",57,"divorced",0,0,"no","no","telephone",0,2,30,2,999,0,"nonexistent","no"
"476",44,"married",0,0,"unknown","no","telephone",0,2,472,1,999,0,"nonexistent","no"
"477",59,"married",NA,NA,"unknown","no","telephone",0,2,113,1,999,0,"nonexistent","no"
"478",39,"married",0,0,"unknown","no","telephone",0,2,114,1,999,0,"nonexistent","no"
"479",57,"married",2,2,"no","no","telephone",0,2,116,1,999,0,"nonexistent","no"
"480",41,"married",NA,1,"unknown","no","telephone",0,2,448,1,999,0,"nonexistent","no"
"481",37,"single",1,1,"unknown","no","telephone",0,2,264,1,999,0,"nonexistent","no"
"482",38,"married",1,0,"no","yes","telephone",0,2,169,1,999,0,"nonexistent","no"
"483",42,"married",0,2,"no","no","telephone",0,2,145,1,999,0,"nonexistent","no"
"484",49,"married",NA,NA,"unknown","yes","telephone",0,2,288,1,999,0,"nonexistent","no"
"485",54,"married",0,1,"unknown","yes","telephone",0,2,381,1,999,0,"nonexistent","no"
"486",36,"married",2,1,"no","unknown","telephone",0,2,176,2,999,0,"nonexistent","no"
"487",32,"single",2,1,"unknown","no","telephone",0,2,215,1,999,0,"nonexistent","no"
"488",35,"married",2,1,"no","yes","telephone",0,2,278,1,999,0,"nonexistent","no"
"489",45,"married",2,0,"unknown","no","telephone",0,2,188,2,999,0,"nonexistent","no"
"490",56,"married",NA,1,"no","yes","telephone",0,2,174,2,999,0,"nonexistent","no"
"491",34,"married",2,1,"no","yes","telephone",0,2,226,2,999,0,"nonexistent","no"
"492",41,"married",0,2,"unknown","no","telephone",0,2,111,2,999,0,"nonexistent","no"
"493",41,"married",0,0,"no","no","telephone",0,2,157,2,999,0,"nonexistent","no"
"494",36,"married",0,0,"unknown","no","telephone",0,2,46,1,999,0,"nonexistent","no"
"495",32,"single",2,1,"unknown","unknown","telephone",0,2,49,1,999,0,"nonexistent","no"
"496",31,"married",1,0,"unknown","unknown","telephone",0,2,374,1,999,0,"nonexistent","no"
"497",38,"married",2,1,"no","yes","telephone",0,2,349,1,999,0,"nonexistent","no"
"498",35,"divorced",2,1,"unknown","yes","telephone",0,2,325,1,999,0,"nonexistent","no"
"499",53,"married",2,1,"no","yes","telephone",0,2,233,2,999,0,"nonexistent","no"
"500",51,"married",0,1,"unknown","yes","telephone",0,2,531,1,999,0,"nonexistent","no"
"501",56,"married",2,1,"unknown","no","telephone",0,2,153,1,999,0,"nonexistent","no"
"502",33,"married",0,1,"no","unknown","telephone",0,2,80,1,999,0,"nonexistent","no"
"503",33,"married",0,1,"no","no","telephone",0,2,198,1,999,0,"nonexistent","no"
"504",51,"divorced",1,0,"unknown","yes","telephone",0,2,568,1,999,0,"nonexistent","no"
"505",39,"married",1,0,"unknown","yes","telephone",0,2,918,1,999,0,"nonexistent","yes"
"506",45,"married",2,1,"no","no","telephone",0,2,82,1,999,0,"nonexistent","no"
"507",40,"single",2,1,"no","no","telephone",0,2,198,3,999,0,"nonexistent","no"
"508",60,"single",NA,NA,"unknown","yes","telephone",0,2,211,1,999,0,"nonexistent","no"
"509",33,"married",2,1,"no","yes","telephone",0,2,120,1,999,0,"nonexistent","no"
"510",47,"married",1,0,"unknown","yes","telephone",0,2,269,1,999,0,"nonexistent","no"
"511",48,"married",0,0,"no","no","telephone",0,2,128,1,999,0,"nonexistent","no"
"512",43,"married",1,1,"no","no","telephone",0,2,166,2,999,0,"nonexistent","no"
"513",37,"married",2,1,"no","yes","telephone",0,2,211,1,999,0,"nonexistent","no"
"514",50,"married",0,0,"no","yes","telephone",0,2,369,1,999,0,"nonexistent","no"
"515",59,"married",1,1,"no","yes","telephone",0,2,91,1,999,0,"nonexistent","no"
"516",32,"married",NA,1,"unknown","yes","telephone",0,2,267,2,999,0,"nonexistent","no"
"517",42,"single",0,0,"unknown","yes","telephone",0,2,198,1,999,0,"nonexistent","no"
"518",52,"married",0,0,"no","no","telephone",0,2,371,2,999,0,"nonexistent","no"
"519",42,"married",NA,0,"unknown","no","telephone",0,2,288,2,999,0,"nonexistent","no"
"520",42,"married",NA,1,"no","no","telephone",0,2,221,1,999,0,"nonexistent","no"
"521",40,"married",0,1,"unknown","unknown","telephone",0,2,427,1,999,0,"nonexistent","no"
"522",38,"married",0,0,"no","no","telephone",0,2,310,1,999,0,"nonexistent","no"
"523",39,"married",0,0,"no","yes","telephone",0,2,158,1,999,0,"nonexistent","no"
"524",39,"married",0,0,"no","no","telephone",0,2,198,1,999,0,"nonexistent","no"
"525",38,"married",1,1,"no","no","telephone",0,2,145,1,999,0,"nonexistent","no"
"526",47,"single",NA,1,"unknown","yes","telephone",0,2,247,1,999,0,"nonexistent","no"
"527",30,"single",1,0,"no","no","telephone",0,2,102,1,999,0,"nonexistent","no"
"528",38,"divorced",1,1,"no","yes","telephone",0,2,179,2,999,0,"nonexistent","no"
"529",39,"divorced",2,1,"no","no","telephone",0,2,73,1,999,0,"nonexistent","no"
"530",44,"married",1,1,"no","no","telephone",0,2,263,2,999,0,"nonexistent","no"
"531",36,"married",1,1,"no","no","telephone",0,2,342,2,999,0,"nonexistent","no"
"532",41,"married",1,0,"unknown","yes","telephone",0,2,41,1,999,0,"nonexistent","no"
"533",41,"married",0,0,"no","no","telephone",0,2,13,1,999,0,"nonexistent","no"
"534",35,"married",0,0,"no","no","telephone",0,2,79,2,999,0,"nonexistent","no"
"535",41,"married",1,1,"no","no","telephone",0,2,358,1,999,0,"nonexistent","no"
"536",36,"married",1,0,"unknown","no","telephone",0,2,162,1,999,0,"nonexistent","no"
"537",35,"single",1,1,"no","yes","telephone",0,2,150,1,999,0,"nonexistent","no"
"538",33,"single",0,0,"unknown","no","telephone",0,2,26,1,999,0,"nonexistent","no"
"539",38,"single",0,1,"unknown","no","telephone",0,2,250,1,999,0,"nonexistent","no"
"540",33,"married",2,1,"no","no","telephone",0,2,792,1,999,0,"nonexistent","no"
"541",55,"married",NA,1,"unknown","no","telephone",0,2,146,1,999,0,"nonexistent","no"
"542",36,"single",0,0,"unknown","no","telephone",0,2,440,1,999,0,"nonexistent","no"
"543",57,"married",2,1,"unknown","no","telephone",0,2,289,1,999,0,"nonexistent","no"
"544",32,"single",2,1,"no","yes","telephone",0,2,242,2,999,0,"nonexistent","no"
"545",30,"single",1,1,"no","yes","telephone",0,2,123,1,999,0,"nonexistent","no"
"546",43,"married",2,1,"no","yes","telephone",0,2,161,2,999,0,"nonexistent","no"
"547",46,"married",2,1,"no","no","telephone",0,2,268,2,999,0,"nonexistent","no"
